3.513000000000000000e+03,4.700000000000000000e+01,2.500638888888888687e+03,5.667518638295960045e+02,3.795277777777777715e+02,2.564059774610915156e+03,-1.952183636911479336e+00,7.401883682278233678e+00,3.466000000000000000e+03,0.000000000000000000e+00,1.004646342564869421e+01,-2.816589111137796659e+06,3.466000000000000000e+03,5.690435018884966389e+00,5.659306344947708567e+03,3.059780395226614047e+01,2.045428571428571445e+02,2.046507426940346956e+08,0.000000000000000000e+00,-2.128000000000000000e+03,-3.954000000000000000e+03,-2.707342857142857156e+03,4.104208949607806289e+02,3.312865306122449169e+02,2.738275124442914148e+03,-8.415087334542918907e-01,6.099603122469923200e-01,1.826000000000000000e+03,0.000000000000000000e+00,7.293161836925671437e+00,-2.328443560980175622e+06,1.826000000000000000e+03,5.585009901601478255e+00,4.641839053684912869e+03,2.947232012501925169e+01,1.115882352941176521e+02,2.408886031996855438e+08,0.000000000000000000e+00
3.536000000000000000e+03,1.979000000000000000e+03,2.583685714285714312e+03,3.780553074752477301e+02,3.164195918367346962e+02,2.611198515186902569e+03,4.463194687404558048e-01,-5.174084199507320569e-01,1.557000000000000000e+03,0.000000000000000000e+00,6.591744980129695008e+00,-2.099603291873514652e+06,1.557000000000000000e+03,5.561099123652348375e+00,4.144980101550429936e+03,2.929105718158076144e+01,1.108529411764705941e+02,2.214616589577509463e+08,0.000000000000000000e+00,-2.135000000000000000e+03,-3.405000000000000000e+03,-2.701057142857142935e+03,3.583177315382171741e+02,3.035510204081632537e+02,2.724720405053385548e+03,-2.402757866384733487e-01,-9.971173553696703884e-01,1.270000000000000000e+03,0.000000000000000000e+00,6.126945548839714206e+00,-2.126418587854407262e+06,1.270000000000000000e+03,5.576107250007031446e+00,4.156183389694192556e+03,2.940310335645833817e+01,1.126470588235294059e+02,2.425696846312300563e+08,0.000000000000000000e+00
3.422000000000000000e+03,9.440000000000000000e+02,2.514916666666666515e+03,4.789045587472402303e+02,3.639120370370370097e+02,2.560108477519393546e+03,-7.218621046017800191e-01,1.552140212099762273e+00,2.478000000000000000e+03,0.000000000000000000e+00,8.865316637432949065e+00,-2.502094987758511212e+06,2.478000000000000000e+03,5.657293106655227888e+00,4.955672594575685252e+03,3.034771052350458831e+01,1.898571428571428612e+02,2.113909041353715062e+08,0.000000000000000000e+00,-2.048000000000000000e+03,-3.847000000000000000e+03,-2.692085714285714403e+03,3.988921351821869052e+02,3.236408163265306825e+02,2.721477618605640600e+03,-6.418586462597356546e-01,1.873191432840743964e-01,1.799000000000000000e+03,0.000000000000000000e+00,7.231381687559598426e+00,-2.299419467407887802e+06,1.799000000000000000e+03,5.590790446215708087e+00,4.587910327032465830e+03,2.951372673938802649e+01,9.632352941176471006e+01,2.381764938311088085e+08,0.000000000000000000e+00
3.508000000000000000e+03,1.991000000000000000e+03,2.587342857142857156e+03,3.860069535167278332e+02,3.287722448979592400e+02,2.615978675098753229e+03,3.864084077459091215e-01,-7.286675199844041551e-01,1.517000000000000000e+03,0.000000000000000000e+00,6.809952802655852011e+00,-2.137175918020253070e+06,1.517000000000000000e+03,5.564098899637135887e+00,4.235575312637446586e+03,2.931340421574198274e+01,1.266176470588235361e+02,2.215769567709761858e+08,0.000000000000000000e+00,-2.014000000000000000e+03,-3.893000000000000000e+03,-2.713685714285714312e+03,4.099067330453580098e+02,3.347624489795918521e+02,2.744469654726443878e+03,-6.458337598474724883e-01,1.586626124303265328e-01,1.879000000000000000e+03,0.000000000000000000e+00,7.267633086249072782e+00,-2.328926351074178703e+06,1.879000000000000000e+03,5.585102209896105840e+00,4.641106051052614930e+03,2.947139962776053324e+01,1.401470588235294201e+02,2.420841136228828132e+08,0.000000000000000000e+00
3.472000000000000000e+03,9.410000000000000000e+02,2.506250000000000000e+03,5.020562371664929060e+02,3.701944444444444571e+02,2.556041769568286782e+03,-7.794713071735692722e-01,1.676698206001357327e+00,2.531000000000000000e+03,0.000000000000000000e+00,8.933805804241606197e+00,-2.520044172830512747e+06,2.531000000000000000e+03,5.627577630503646233e+00,4.975902680432967827e+03,3.013087137142923666e+01,2.227714285714285722e+02,2.104409755148600340e+08,0.000000000000000000e+00,-1.736000000000000000e+03,-3.542000000000000000e+03,-2.680542857142856974e+03,3.977985378740021360e+02,3.269012244897958794e+02,2.709899202131748098e+03,-1.875219650746229594e-01,-2.374481832897226141e-01,1.806000000000000000e+03,0.000000000000000000e+00,7.255147918628702897e+00,-2.293345759798592422e+06,1.806000000000000000e+03,5.591599350343250840e+00,4.578836241598626657e+03,2.952027978414870546e+01,1.117352941176470580e+02,2.360586376726230085e+08,0.000000000000000000e+00
3.368000000000000000e+03,1.967000000000000000e+03,2.587599999999999909e+03,3.828700786727230252e+02,3.292914285714285825e+02,2.615772019336328867e+03,3.745507942350201347e-01,-9.182850181678050561e-01,1.401000000000000000e+03,0.000000000000000000e+00,6.791615882765246859e+00,-2.132763182252769358e+06,1.401000000000000000e+03,5.566584094858402665e+00,4.228742591248539611e+03,2.933121839024521904e+01,1.115294117647058840e+02,2.215969500969606340e+08,0.000000000000000000e+00,-2.160000000000000000e+03,-4.168000000000000000e+03,-2.728257142857142753e+03,4.294801071632766707e+02,3.403934693877550899e+02,2.761854485667193785e+03,-1.055509814520536382e+00,1.530665198176873076e+00,2.008000000000000000e+03,0.000000000000000000e+00,7.544866357855308792e+00,-2.398346190784206614e+06,2.008000000000000000e+03,5.585621208048484831e+00,4.795967760580873801e+03,2.947625136125838452e+01,1.261176470588235361e+02,2.439731002394689023e+08,0.000000000000000000e+00
3.507000000000000000e+03,1.640000000000000000e+02,2.498250000000000000e+03,5.498766212625438357e+02,3.753750000000000000e+02,2.558049522802697993e+03,-1.776385469656374116e+00,6.738226171645070650e+00,3.343000000000000000e+03,0.000000000000000000e+00,9.601600062957368564e+00,-2.684862434880216140e+06,3.343000000000000000e+03,5.639031513479616287e+00,5.354412785423383866e+03,3.021465087493858448e+01,1.915428571428571445e+02,2.069004887232946157e+08,0.000000000000000000e+00,-1.250000000000000000e+03,-3.603000000000000000e+03,-2.671542857142856974e+03,4.355602856654627999e+02,3.375869387755101911e+02,2.706816210975543981e+03,5.047251762602373848e-01,1.584284460461499400e+00,2.353000000000000000e+03,0.000000000000000000e+00,7.965277151470062655e+00,-2.428921242836532649e+06,2.353000000000000000e+03,5.602295649360716112e+00,4.903341265678027412e+03,2.960149765174792691e+01,1.516764705882353041e+02,2.323971344322990179e+08,0.000000000000000000e+00
3.539000000000000000e+03,2.019000000000000000e+03,2.585657142857142844e+03,3.791347248562662458e+02,3.179330612244897907e+02,2.613305569580411884e+03,5.126280592846419459e-01,-5.442251657367607187e-01,1.520000000000000000e+03,0.000000000000000000e+00,6.741741974142787086e+00,-2.123523226543945726e+06,1.520000000000000000e+03,5.567525572963982761e+00,4.205978318352760652e+03,2.933919419827517316e+01,1.179411764705882320e+02,2.213375563855464756e+08,0.000000000000000000e+00,-2.142000000000000000e+03,-4.308000000000000000e+03,-2.721857142857142662e+03,4.446512689967365759e+02,3.458938775510204664e+02,2.757937826917579059e+03,-1.256983343989656277e+00,2.471617737069532694e+00,2.166000000000000000e+03,0.000000000000000000e+00,7.898611926446498011e+00,-2.465395343739785720e+06,2.166000000000000000e+03,5.595690360786720774e+00,4.961001433865703802e+03,2.955094178145935757e+01,1.697058823529411882e+02,2.416062017731824219e+08,0.000000000000000000e+00
3.440000000000000000e+03,2.034000000000000000e+03,2.585057142857142935e+03,3.677468805622493733e+02,3.076081632653061320e+02,2.611083721369347586e+03,5.167026619255042919e-01,-5.826871693751298764e-01,1.406000000000000000e+03,0.000000000000000000e+00,6.357412299882219564e+00,-2.064560629861154128e+06,1.406000000000000000e+03,5.561458636950746381e+00,4.059963557614343699e+03,2.929298455700120485e+01,1.409411764705882320e+02,2.221382329108434021e+08,0.000000000000000000e+00,-6.970000000000000000e+02,-3.575000000000000000e+03,-2.600138888888888687e+03,5.355089558737441848e+02,3.788611111111110858e+02,2.654711299432262877e+03,1.280671942184085532e+00,3.114715746423199150e+00,2.878000000000000000e+03,0.000000000000000000e+00,9.263200845419026663e+00,-2.706088245618069079e+06,2.878000000000000000e+03,5.647077025276270312e+00,5.356938985539110945e+03,3.027617541044642024e+01,2.350285714285714391e+02,2.250129197052112222e+08,0.000000000000000000e+00
3.467000000000000000e+03,1.850000000000000000e+03,2.576342857142857156e+03,3.944239157380322922e+02,3.226775510204082025e+02,2.606360056257988163e+03,4.634268642574001507e-01,-4.406097541732805212e-01,1.617000000000000000e+03,0.000000000000000000e+00,7.144511056094158263e+00,-2.181007877247352153e+06,1.617000000000000000e+03,5.571795129843311045e+00,4.353826289055418783e+03,2.937173972889790718e+01,9.638235294117646390e+01,2.188031426447298825e+08,0.000000000000000000e+00,-2.076000000000000000e+03,-3.996000000000000000e+03,-2.710342857142857156e+03,4.215497220533602558e+02,3.385632653061225028e+02,2.742929560055921684e+03,-8.687906324852149309e-01,6.835046110434910283e-01,1.920000000000000000e+03,0.000000000000000000e+00,7.480615048744524209e+00,-2.367419260309483390e+06,1.920000000000000000e+03,5.586536487124527106e+00,4.733923312733549210e+03,2.948291666617793538e+01,1.325294117647058840e+02,2.409181600691578388e+08,0.000000000000000000e+00
