3.604000000000000000e+03,9.320000000000000000e+02,2.537391999999999825e+03,4.488543620552216566e+02,3.563659519999999929e+02,2.576786448272343932e+03,-5.282465006082240344e-02,5.171616653195192370e-01,3.572008653833010783e+01,-1.099198860695283487e+07,2.672000000000000000e+03,1.076611962948345536e+01,5.921863796422858286e+03,1.158273177407396162e+02,3.033790322580645125e+02,7.949100791766161919e+08,-8.240000000000000000e+02,-4.287000000000000000e+03,-2.673880000000000109e+03,4.741746783623098622e+02,3.612793599999999401e+02,2.715598622771782175e+03,2.119428383750634193e-01,2.460582174258000521e+00,3.741351328316851976e+01,-1.230517665790899657e+07,3.463000000000000000e+03,1.081992245894472759e+01,6.661654215927910627e+03,1.166479492002227545e+02,3.172983870967742064e+02,8.774318481074097157e+08
3.603000000000000000e+03,7.680000000000000000e+02,2.534079999999999927e+03,4.572077794613734909e+02,3.605004800000000955e+02,2.574995223296540644e+03,-1.596335679197030677e-01,8.558676363272961218e-01,3.605048321668247269e+01,-1.110462001725636423e+07,2.835000000000000000e+03,1.075598326002925731e+01,5.988011096667552920e+03,1.156749517878239146e+02,3.182258064516129252e+02,7.929687731061863899e+08,-7.520000000000000000e+02,-4.138000000000000000e+03,-2.675559999999999945e+03,4.751688609326162691e+02,3.672332799999998088e+02,2.717426495786040505e+03,1.667068412419802914e-01,1.737542906369612616e+00,3.719618327020152293e+01,-1.220958314287441596e+07,3.386000000000000000e+03,1.081077718383051334e+01,6.608588016015546600e+03,1.165025247814615597e+02,3.058790322580645125e+02,8.793774094345757961e+08
3.791000000000000000e+03,8.410000000000000000e+02,2.542920000000000073e+03,4.463809601674336704e+02,3.519980799999999590e+02,2.581801326206182239e+03,-8.796644534375983038e-02,9.028635446168560286e-01,3.511549976819836871e+01,-1.081997960555438884e+07,2.950000000000000000e+03,1.075635213897914966e+01,5.803739292471423141e+03,1.156844900958149935e+02,2.985806451612903061e+02,7.995288712250231504e+08,-1.035000000000000000e+03,-4.068000000000000000e+03,-2.682599999999999909e+03,4.588189010927950449e+02,3.549952000000000112e+02,2.721554251526138614e+03,-1.944021421121563259e-02,1.261509820289402839e+00,3.628321610612449177e+01,-1.187062875038594194e+07,3.033000000000000000e+03,1.081585760355968873e+01,6.395235230937977576e+03,1.165819031114417328e+02,3.043629032258064626e+02,8.849581593409700394e+08
3.711000000000000000e+03,1.274000000000000000e+03,2.536719999999999800e+03,4.438416582521293208e+02,3.605113599999999678e+02,2.575256060278278255e+03,1.270208118702590150e-01,-7.238471340656982278e-02,3.460293739100730903e+01,-1.063992259954497963e+07,2.437000000000000000e+03,1.074620540305060423e+01,5.683214832406499227e+03,1.155314289874085745e+02,3.088790322580645125e+02,7.966940411687151194e+08,-8.450000000000000000e+02,-4.492000000000000000e+03,-2.676960000000000036e+03,4.811964322394753140e+02,3.637017599999999788e+02,2.719864858407490829e+03,1.006606329352380536e-01,2.335751033445712110e+00,3.750722944112438739e+01,-1.237929195040200278e+07,3.647000000000000000e+03,1.080959312731144273e+01,6.694335852276439255e+03,1.164922758612014491e+02,3.265483870967742064e+02,8.798939734969263077e+08
3.548000000000000000e+03,6.940000000000000000e+02,2.539632000000000062e+03,4.550435150356501595e+02,3.611928319999998394e+02,2.580076606614617504e+03,-2.870005426823012407e-01,1.080093536147906264e+00,3.641309186128887632e+01,-1.123861172755320743e+07,2.854000000000000000e+03,1.077497084152054008e+01,6.084546284902982734e+03,1.159562995521661719e+02,3.089516129032257936e+02,7.950777085068734884e+08,-6.870000000000000000e+02,-4.032000000000000000e+03,-2.681503999999999905e+03,4.723966913347297805e+02,3.555001600000000508e+02,2.722796785659921625e+03,2.901492220680429446e-01,2.107347240425787582e+00,3.735195763860316021e+01,-1.229813761781278066e+07,3.345000000000000000e+03,1.082475333910556081e+01,6.664296074881074674e+03,1.167132421257656318e+02,3.009838709677419502e+02,8.822899498263242245e+08
3.501000000000000000e+03,8.320000000000000000e+02,2.542447999999999865e+03,4.459149597131721521e+02,3.583147519999999417e+02,2.581255892777777262e+03,-1.337487402071943499e-01,6.379641706566041570e-01,3.500740326723828844e+01,-1.078156808035643212e+07,2.669000000000000000e+03,1.075444774336662945e+01,5.779846900043545247e+03,1.156535775523807814e+02,2.945887096774193310e+02,7.994536178120571375e+08,-1.132000000000000000e+03,-4.089000000000000000e+03,-2.679751999999999953e+03,4.659677869724472430e+02,3.615980800000000386e+02,2.719962639449299331e+03,-3.607979229124434750e-02,1.088040768029151728e+00,3.640281994039172986e+01,-1.190937606638372689e+07,2.957000000000000000e+03,1.080398748407974985e+01,6.417724045948664752e+03,1.164022583491656491e+02,3.190403225806451815e+02,8.835874130700525045e+08
3.587000000000000000e+03,1.028000000000000000e+03,2.533360000000000127e+03,4.426790873759454712e+02,3.523379200000000537e+02,2.571746034117677027e+03,-2.816857614219407321e-02,2.968838431731630756e-01,3.523320087733525696e+01,-1.080832494829772227e+07,2.559000000000000000e+03,1.076436309472573960e+01,5.806878881811565407e+03,1.158002129917984746e+02,3.110483870967742064e+02,7.930148656519707441e+08,-1.035000000000000000e+03,-4.316000000000000000e+03,-2.686159999999999854e+03,4.770910923502974015e+02,3.642624000000001274e+02,2.728199306502367563e+03,1.020059591539680677e-01,1.712845156332837959e+00,3.729508711482264260e+01,-1.231188968717597984e+07,3.281000000000000000e+03,1.081425643954880478e+01,6.660804612371060102e+03,1.165567839456672914e+02,3.257661290322580498e+02,8.860176139158161879e+08
3.719000000000000000e+03,8.900000000000000000e+02,2.536807999999999993e+03,4.483969615597322331e+02,3.551092479999999227e+02,2.576131724892964485e+03,-9.880055906414939026e-02,7.449717890844853585e-01,3.581094010746959100e+01,-1.101602715327388048e+07,2.829000000000000000e+03,1.076979035329421563e+01,5.940655108813862171e+03,1.158799743028842215e+02,2.992580645161290249e+02,7.942654498781238794e+08,-7.830000000000000000e+02,-4.319000000000000000e+03,-2.678463999999999942e+03,4.811318579183881070e+02,3.626745599999999854e+02,2.721333728891037936e+03,2.180980064953305930e-01,2.252563495288607776e+00,3.772754650314492864e+01,-1.245995324837586470e+07,3.536000000000000000e+03,1.081927720167219675e+01,6.757667342932031715e+03,1.166338939048581693e+02,3.148790322580645125e+02,8.800410900822700262e+08
3.828000000000000000e+03,6.950000000000000000e+02,2.537032000000000153e+03,4.526672408911429102e+02,3.596007679999999596e+02,2.577098950370357670e+03,-1.586528914084489039e-01,1.250125989357688816e+00,3.573342786277975591e+01,-1.098986837225862406e+07,3.133000000000000000e+03,1.075810109442902807e+01,5.923974843962490013e+03,1.157028980928198933e+02,3.029758064516129252e+02,7.950863970480996370e+08,-8.740000000000000000e+02,-3.961000000000000000e+03,-2.675480000000000018e+03,4.723780621493762624e+02,3.643315200000000686e+02,2.716861105025429879e+03,1.302926067225420870e-01,1.395545811423668070e+00,3.691949512459223115e+01,-1.209838682856731303e+07,3.087000000000000000e+03,1.080650490736804947e+01,6.536911636984820689e+03,1.164407118042913964e+02,3.186854838709677438e+02,8.799355692502524853e+08
3.637000000000000000e+03,1.141000000000000000e+03,2.539952000000000226e+03,4.333866607268848838e+02,3.471508479999999395e+02,2.576660660622581872e+03,6.615515781838822440e-02,5.727974520451351026e-02,3.443466429247290250e+01,-1.056605072486653551e+07,2.496000000000000000e+03,1.076624090375117149e+01,5.656337114735611976e+03,1.158273328474256658e+02,2.981129032258064626e+02,7.979033704444643259e+08,-8.830000000000000000e+02,-4.420000000000000000e+03,-2.681552000000000135e+03,4.742897587930821146e+02,3.580852480000000924e+02,2.723173131477321476e+03,-5.730999869039569289e-02,2.245488654895412495e+00,3.715238922000629884e+01,-1.223211466339728236e+07,3.537000000000000000e+03,1.081314929071237607e+01,6.611944670236161983e+03,1.165407119951413790e+02,3.157419354838709751e+02,8.832411756777359247e+08
